Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Egz
Vardas7191          Pavarde7191         7    4    2    3    10   7    6    1    4    4    7    
Vardas7192          Pavarde7192         6    4    3    3    10   6    8    7    9    8    1    
Vardas7193          Pavarde7193         10   6    4    1    5    5    6    3    9    8    5    
Vardas7194          Pavarde7194         5    4    8    3    5    7    6    2    10   5    10   
Vardas7195          Pavarde7195         4    10   5    10   1    3    8    7    4    2    9    
Vardas7196          Pavarde7196         4    2    10   10   7    6    10   6    3    4    5    
Vardas7197          Pavarde7197         9    3    9    1    4    2    4    8    4    9    1    
Vardas7198          Pavarde7198         2    8    5    3    8    4    5    10   7    6    7    
Vardas7199          Pavarde7199         8    1    7    7    6    9    4    6    3    7    4    
Vardas7200          Pavarde7200         1    7    2    9    3    1    10   8    1    1    3    
Vardas7201          Pavarde7201         9    5    10   4    5    8    4    7    7    10   7    
Vardas7202          Pavarde7202         6    2    5    1    8    2    1    7    4    9    9    
Vardas7203          Pavarde7203         10   9    5    6    4    4    9    2    7    7    2    
Vardas7204          Pavarde7204         2    7    5    7    8    3    4    10   1    5    6    
Vardas7205          Pavarde7205         10   9    10   6    6    8    6    3    9    6    7    
Vardas7206          Pavarde7206         5    4    5    2    9    6    4    7    5    7    2    
Vardas7207          Pavarde7207         1    4    2    4    5    6    1    2    3    7    5    
Vardas7208          Pavarde7208         1    8    2    10   10   1    8    8    10   7    2    
Vardas7209          Pavarde7209         7    9    5    4    3    6    4    4    8    1    5    
Vardas7210          Pavarde7210         3    1    10   8    2    10   4    8    8    8    8    
Vardas7211          Pavarde7211         6    6    4    10   8    2    5    7    7    2    6    
Vardas7212          Pavarde7212         2    8    7    1    8    10   3    1    8    4    1    
Vardas7213          Pavarde7213         8    2    3    3    8    1    9    6    9    5    1    
Vardas7214          Pavarde7214         3    6    10   9    4    8    9    9    4    8    2    
Vardas7215          Pavarde7215         9    5    1    6    7    5    4    5    2    3    3    
Vardas7216          Pavarde7216         5    9    7    9    3    1    1    7    2    5    4    
Vardas7217          Pavarde7217         6    6    9    4    10   1    2    3    5    6    3    
Vardas7218          Pavarde7218         5    3    1    8    2    6    4    8    5    10   5    
Vardas7219          Pavarde7219         6    9    7    3    8    4    6    1    5    1    7    
Vardas7220          Pavarde7220         10   7    6    7    5    7    5    7    2    8    3    
Vardas7221          Pavarde7221         3    10   10   2    7    9    5    10   9    1    6    
Vardas7222          Pavarde7222         2    4    5    7    8    3    1    7    5    1    8    
Vardas7223          Pavarde7223         3    7    10   9    5    9    2    8    4    6    4    
Vardas7224          Pavarde7224         3    5    6    8    5    2    7    5    9    2    4    
Vardas7225          Pavarde7225         2    9    10   3    8    6    9    8    3    1    9    
Vardas7226          Pavarde7226         6    7    2    3    10   2    10   7    7    3    2    
Vardas7227          Pavarde7227         9    7    4    6    6    4    3    5    4    8    8    
Vardas7228          Pavarde7228         10   10   4    2    10   4    9    4    4    10   2    
Vardas7229          Pavarde7229         1    5    8    8    8    1    6    2    10   4    1    
Vardas7230          Pavarde7230         9    9    6    8    8    3    10   3    9    1    1    
Vardas7231          Pavarde7231         9    10   5    4    7    9    6    5    6    5    6    
Vardas7232          Pavarde7232         10   7    6    4    4    5    6    4    3    5    5    
Vardas7233          Pavarde7233         1    1    5    1    2    8    4    1    5    8    4    
Vardas7234          Pavarde7234         3    6    2    1    6    5    8    4    7    5    3    
Vardas7235          Pavarde7235         6    10   5    3    10   2    5    7    8    10   4    
Vardas7236          Pavarde7236         9    2    8    10   1    6    7    5    3    10   4    
Vardas7237          Pavarde7237         9    6    3    1    8    6    9    4    4    1    10   
Vardas7238          Pavarde7238         9    7    6    8    2    9    8    5    4    4    3    
Vardas7239          Pavarde7239         4    4    1    5    8    3    3    2    4    7    6    
Vardas7240          Pavarde7240         9    7    5    10   9    4    2    3    8    2    6    
Vardas7241          Pavarde7241         1    3    9    8    6    5    7    2    8    8    7    
Vardas7242          Pavarde7242         9    9    9    4    4    7    10   1    7    1    9    
Vardas7243          Pavarde7243         8    6    5    1    6    5    8    4    3    1    5    
Vardas7244          Pavarde7244         1    6    7    8    3    9    5    1    1    2    6    
Vardas7245          Pavarde7245         8    2    7    9    5    1    3    1    4    5    5    
Vardas7246          Pavarde7246         5    2    9    6    7    5    4    10   5    1    3    
Vardas7247          Pavarde7247         10   4    7    2    2    1    5    10   4    10   4    
Vardas7248          Pavarde7248         6    3    4    7    1    1    7    3    7    7    6    
Vardas7249          Pavarde7249         3    9    5    2    3    4    8    5    2    1    2    
Vardas7250          Pavarde7250         6    5    6    5    2    9    3    2    7    5    9    
Vardas7251          Pavarde7251         5    10   5    5    2    9    6    5    9    4    4    
Vardas7252          Pavarde7252         9    7    10   7    4    10   3    4    3    3    1    
Vardas7253          Pavarde7253         5    5    2    1    9    5    9    1    6    2    7    
Vardas7254          Pavarde7254         7    2    1    1    10   8    8    2    6    9    6    
Vardas7255          Pavarde7255         1    6    3    9    5    7    10   3    9    7    5    
Vardas7256          Pavarde7256         4    6    3    5    4    2    6    1    5    4    10   
Vardas7257          Pavarde7257         10   4    9    4    7    8    7    10   6    7    3    
Vardas7258          Pavarde7258         1    8    1    2    7    2    10   1    8    1    4    
Vardas7259          Pavarde7259         8    9    5    8    2    4    10   8    3    6    8    
Vardas7260          Pavarde7260         2    9    3    3    5    3    3    5    4    5    6    
Vardas7261          Pavarde7261         10   3    5    7    5    10   2    10   9    4    5    
Vardas7262          Pavarde7262         10   3    6    4    9    3    4    7    6    3    9    
Vardas7263          Pavarde7263         4    9    10   2    1    5    4    1    2    1    1    
Vardas7264          Pavarde7264         1    3    9    5    9    9    1    5    9    4    8    
Vardas7265          Pavarde7265         4    6    9    1    8    3    9    8    3    8    3    
Vardas7266          Pavarde7266         3    4    8    7    1    9    8    3    8    3    7    
Vardas7267          Pavarde7267         9    5    10   6    8    1    7    2    6    3    2    
Vardas7268          Pavarde7268         7    9    4    1    7    3    4    10   1    5    9    
Vardas7269          Pavarde7269         7    8    10   4    1    5    2    4    10   4    10   
Vardas7270          Pavarde7270         5    6    8    1    6    9    2    10   8    4    9    
Vardas7271          Pavarde7271         9    8    4    7    8    10   6    9    8    4    9    
Vardas7272          Pavarde7272         10   5    9    4    1    1    10   5    2    9    1    
Vardas7273          Pavarde7273         7    3    4    4    7    6    5    8    1    10   6    
Vardas7274          Pavarde7274         3    6    6    9    4    5    10   1    7    5    8    
Vardas7275          Pavarde7275         7    2    7    5    7    5    4    9    6    9    4    
Vardas7276          Pavarde7276         3    5    8    9    9    9    7    7    1    1    1    
Vardas7277          Pavarde7277         10   10   9    4    2    2    1    3    3    6    1    
Vardas7278          Pavarde7278         1    1    7    2    7    8    6    3    7    10   9    
Vardas7279          Pavarde7279         9    1    8    5    5    8    2    2    7    8    2    
Vardas7280          Pavarde7280         5    3    7    5    6    1    6    4    6    10   4    
Vardas7281          Pavarde7281         9    9    7    10   8    7    5    5    1    9    4    
Vardas7282          Pavarde7282         2    10   10   1    6    10   3    6    5    5    3    
Vardas7283          Pavarde7283         2    10   1    8    8    6    5    1    5    7    8    
Vardas7284          Pavarde7284         8    1    8    10   6    6    8    4    7    1    7    
Vardas7285          Pavarde7285         3    2    1    3    3    5    5    3    5    10   9    
Vardas7286          Pavarde7286         8    10   10   3    3    2    7    10   8    8    8    
Vardas7287          Pavarde7287         7    1    2    2    7    1    7    7    4    5    9    
Vardas7288          Pavarde7288         4    8    8    4    8    4    7    4    5    3    3    
Vardas7289          Pavarde7289         5    1    3    1    7    6    4    10   6    1    10   
Vardas7290          Pavarde7290         7    4    1    7    3    2    2    7    2    6    7    
Vardas7291          Pavarde7291         5    8    3    6    4    3    10   7    7    5    10   
Vardas7292          Pavarde7292         3    6    6    10   2    8    4    5    4    1    4    
Vardas7293          Pavarde7293         6    6    1    6    7    9    9    4    8    3    2    
Vardas7294          Pavarde7294         9    5    8    1    1    8    6    9    5    10   2    
Vardas7295          Pavarde7295         5    10   9    10   7    1    7    5    7    4    4    
Vardas7296          Pavarde7296         10   4    6    8    4    1    9    10   4    4    3    
Vardas7297          Pavarde7297         8    7    10   6    6    4    4    8    7    3    10   
Vardas7298          Pavarde7298         5    5    7    1    3    9    10   4    3    8    8    
Vardas7299          Pavarde7299         5    10   8    3    5    4    6    4    5    3    7    
Vardas7300          Pavarde7300         5    10   1    3    7    1    9    4    5    9    5    
Vardas7301          Pavarde7301         4    6    8    1    1    6    5    4    7    8    4    
Vardas7302          Pavarde7302         9    3    2    7    1    3    2    8    6    2    4    
Vardas7303          Pavarde7303         2    8    3    10   7    8    9    2    1    7    7    
Vardas7304          Pavarde7304         2    4    1    5    4    4    2    3    6    8    5    
Vardas7305          Pavarde7305         2    8    6    4    4    7    7    7    5    9    3    
Vardas7306          Pavarde7306         8    9    8    7    3    3    4    5    6    2    2    
Vardas7307          Pavarde7307         1    2    8    6    7    6    4    4    3    3    6    
Vardas7308          Pavarde7308         7    6    10   5    7    5    3    7    4    3    4    
Vardas7309          Pavarde7309         3    9    2    8    6    3    3    3    2    3    4    
Vardas7310          Pavarde7310         1    4    8    3    2    10   9    6    6    1    7    
Vardas7311          Pavarde7311         8    10   10   2    1    6    2    9    5    2    3    
Vardas7312          Pavarde7312         9    9    1    6    1    1    6    9    8    7    4    
Vardas7313          Pavarde7313         8    2    7    2    1    10   5    1    5    5    1    
Vardas7314          Pavarde7314         8    3    10   4    2    3    10   10   5    7    4    
Vardas7315          Pavarde7315         10   8    7    10   8    1    6    8    3    8    10   
Vardas7316          Pavarde7316         4    9    5    5    6    9    6    6    1    4    7    
Vardas7317          Pavarde7317         8    9    9    4    1    10   7    2    3    1    4    
Vardas7318          Pavarde7318         3    7    6    2    3    1    9    1    9    5    5    
Vardas7319          Pavarde7319         3    4    4    7    7    7    6    10   6    8    2    
Vardas7320          Pavarde7320         2    8    3    2    5    6    1    6    8    1    8    
Vardas7321          Pavarde7321         4    10   10   7    9    9    2    2    5    10   4    
Vardas7322          Pavarde7322         8    7    4    9    3    8    1    2    1    4    6    
Vardas7323          Pavarde7323         10   5    9    9    5    1    2    1    4    5    10   
Vardas7324          Pavarde7324         7    8    2    2    1    5    10   4    7    8    5    
Vardas7325          Pavarde7325         6    7    6    9    3    5    1    2    4    3    2    
Vardas7326          Pavarde7326         1    9    9    10   3    9    9    1    7    6    10   
Vardas7327          Pavarde7327         4    4    9    1    9    3    6    10   8    9    10   
Vardas7328          Pavarde7328         6    8    10   9    10   5    6    3    3    9    10   
Vardas7329          Pavarde7329         9    6    7    7    10   3    7    5    4    3    1    
Vardas7330          Pavarde7330         1    10   9    9    8    9    4    5    6    2    2    
Vardas7331          Pavarde7331         8    2    9    4    1    4    3    9    5    6    2    
Vardas7332          Pavarde7332         10   3    5    7    7    9    10   2    9    2    7    
Vardas7333          Pavarde7333         5    2    7    10   2    7    8    10   10   7    10   
Vardas7334          Pavarde7334         2    7    9    10   9    10   9    6    8    4    5    
Vardas7335          Pavarde7335         4    4    4    3    7    10   6    8    3    2    4    
Vardas7336          Pavarde7336         2    2    3    8    1    6    7    6    1    7    6    
Vardas7337          Pavarde7337         7    3    5    4    10   9    10   5    4    8    7    
Vardas7338          Pavarde7338         7    5    10   10   10   2    2    10   8    5    2    
Vardas7339          Pavarde7339         2    9    7    5    10   1    1    8    10   10   5    
Vardas7340          Pavarde7340         10   9    9    9    6    1    7    2    5    10   9    
Vardas7341          Pavarde7341         5    6    6    2    2    6    10   8    7    10   9    
Vardas7342          Pavarde7342         9    4    7    1    2    4    9    10   8    3    6    
Vardas7343          Pavarde7343         1    6    8    8    10   4    6    4    3    8    6    
Vardas7344          Pavarde7344         1    5    10   6    6    9    1    9    6    8    7    
Vardas7345          Pavarde7345         1    3    3    8    1    5    8    5    6    4    10   
Vardas7346          Pavarde7346         8    9    1    7    1    1    2    6    5    6    9    
Vardas7347          Pavarde7347         2    2    10   10   10   8    5    3    10   5    6    
Vardas7348          Pavarde7348         10   3    4    9    4    2    3    8    5    5    2    
Vardas7349          Pavarde7349         9    2    1    3    2    7    9    3    8    3    3    
Vardas7350          Pavarde7350         3    5    2    6    1    8    9    7    3    5    5    
Vardas7351          Pavarde7351         9    1    6    2    3    6    8    3    3    6    9    
Vardas7352          Pavarde7352         4    8    9    4    5    9    10   4    2    6    1    
Vardas7353          Pavarde7353         9    1    10   7    10   3    3    4    8    8    5    
Vardas7354          Pavarde7354         4    6    9    1    9    7    6    4    5    9    1    
Vardas7355          Pavarde7355         6    10   2    7    7    5    8    10   3    4    8    
Vardas7356          Pavarde7356         2    3    1    7    1    5    2    1    9    10   3    
Vardas7357          Pavarde7357         5    2    1    1    5    9    1    2    1    3    10   
Vardas7358          Pavarde7358         10   6    1    8    8    8    5    7    7    4    3    
Vardas7359          Pavarde7359         5    9    1    1    5    8    5    2    9    10   1    
Vardas7360          Pavarde7360         2    3    6    2    2    9    7    7    10   7    9    
Vardas7361          Pavarde7361         6    4    8    8    10   3    2    5    5    4    5    
Vardas7362          Pavarde7362         3    8    6    4    9    4    9    2    8    10   10   
Vardas7363          Pavarde7363         2    3    6    1    3    7    3    1    1    6    9    
Vardas7364          Pavarde7364         8    2    7    2    9    7    4    5    9    1    2    
Vardas7365          Pavarde7365         10   8    5    8    1    9    3    8    6    1    1    
Vardas7366          Pavarde7366         5    9    9    4    1    10   6    2    2    9    9    
Vardas7367          Pavarde7367         3    10   10   5    4    1    6    9    2    5    10   
Vardas7368          Pavarde7368         9    5    9    7    1    9    9    5    8    6    10   
Vardas7369          Pavarde7369         2    6    5    1    7    5    7    7    10   8    6    
Vardas7370          Pavarde7370         10   1    5    2    2    7    4    4    4    10   3    
Vardas7371          Pavarde7371         7    4    4    7    2    1    8    2    4    1    10   
Vardas7372          Pavarde7372         10   9    8    2    7    4    4    4    9    10   1    
Vardas7373          Pavarde7373         3    8    10   2    9    8    2    4    7    1    8    
Vardas7374          Pavarde7374         7    10   5    1    2    1    2    9    1    7    2    
Vardas7375          Pavarde7375         4    3    4    6    4    10   9    6    1    2    10   
Vardas7376          Pavarde7376         1    3    4    6    6    3    6    10   8    5    8    
Vardas7377          Pavarde7377         8    6    7    6    8    7    6    2    10   8    9    
Vardas7378          Pavarde7378         2    7    9    6    7    7    4    6    10   8    6    
Vardas7379          Pavarde7379         4    4    7    3    9    10   5    8    3    1    9    
Vardas7380          Pavarde7380         2    3    1    1    5    1    4    7    1    3    1    
Vardas7381          Pavarde7381         1    2    9    2    8    5    3    2    7    7    2    
Vardas7382          Pavarde7382         7    4    1    1    1    4    3    2    3    1    3    
Vardas7383          Pavarde7383         4    7    6    10   3    4    10   9    5    3    8    
Vardas7384          Pavarde7384         1    10   1    3    7    3    10   5    9    6    10   
Vardas7385          Pavarde7385         7    10   3    4    7    1    9    3    5    10   1    
Vardas7386          Pavarde7386         4    5    7    7    3    9    4    8    9    2    3    
Vardas7387          Pavarde7387         8    5    2    3    2    4    8    6    6    4    6    
Vardas7388          Pavarde7388         1    6    9    10   1    6    10   5    7    9    8    
Vardas7389          Pavarde7389         10   10   4    8    6    5    9    6    4    6    6    
Vardas7390          Pavarde7390         3    5    6    7    5    6    2    1    5    4    4    
Vardas7391          Pavarde7391         10   1    6    4    1    10   3    6    6    7    10   
Vardas7392          Pavarde7392         9    1    5    9    6    5    4    4    5    10   7    
Vardas7393          Pavarde7393         4    6    5    10   8    7    6    5    9    1    2    
Vardas7394          Pavarde7394         3    3    10   8    1    7    6    5    8    1    7    
Vardas7395          Pavarde7395         2    2    1    3    6    3    5    4    3    4    3    
Vardas7396          Pavarde7396         9    9    9    4    8    8    9    10   4    5    3    
Vardas7397          Pavarde7397         9    7    3    10   5    4    10   2    1    10   8    
Vardas7398          Pavarde7398         9    2    3    5    7    8    5    8    3    8    4    
Vardas7399          Pavarde7399         2    3    7    8    2    4    10   2    10   2    1    
Vardas7400          Pavarde7400         1    3    4    1    2    7    10   10   7    3    7    
Vardas7401          Pavarde7401         9    5    6    6    3    1    6    4    9    7    8    
Vardas7402          Pavarde7402         3    6    8    1    8    1    8    8    4    5    9    
Vardas7403          Pavarde7403         2    8    3    2    3    8    4    6    9    6    5    
Vardas7404          Pavarde7404         3    8    8    4    8    2    6    10   2    8    1    
Vardas7405          Pavarde7405         1    9    2    6    6    8    2    5    1    7    8    
Vardas7406          Pavarde7406         7    7    8    7    5    1    7    3    8    2    7    
Vardas7407          Pavarde7407         1    7    3    6    1    2    5    1    3    4    4    
Vardas7408          Pavarde7408         4    3    3    2    10   7    7    3    9    3    5    
Vardas7409          Pavarde7409         10   6    3    3    1    9    8    6    4    3    6    
Vardas7410          Pavarde7410         7    4    2    6    2    5    9    4    5    2    3    
Vardas7411          Pavarde7411         9    7    8    10   5    9    8    6    6    4    4    
Vardas7412          Pavarde7412         7    1    4    10   2    9    8    8    1    8    10   
Vardas7413          Pavarde7413         8    2    1    5    2    2    9    8    10   2    4    
Vardas7414          Pavarde7414         1    9    9    1    9    2    3    8    5    10   8    
Vardas7415          Pavarde7415         4    8    4    4    7    7    5    8    5    5    6    
Vardas7416          Pavarde7416         10   9    9    2    10   6    6    4    9    8    6    
Vardas7417          Pavarde7417         9    2    6    1    7    8    10   3    5    5    4    
Vardas7418          Pavarde7418         4    2    8    6    10   3    3    4    5    4    9    
Vardas7419          Pavarde7419         10   7    3    4    3    6    3    1    8    10   7    
Vardas7420          Pavarde7420         3    1    8    2    1    7    4    8    10   2    2    
Vardas7421          Pavarde7421         2    4    4    9    5    6    9    1    3    9    3    
Vardas7422          Pavarde7422         10   3    5    4    4    9    8    3    3    9    6    
Vardas7423          Pavarde7423         3    5    9    10   1    1    8    2    10   10   9    
Vardas7424          Pavarde7424         4    2    9    7    5    5    7    3    3    2    2    
Vardas7425          Pavarde7425         9    3    6    4    4    5    9    8    9    7    3    
Vardas7426          Pavarde7426         4    2    1    2    3    3    5    8    5    4    5    
Vardas7427          Pavarde7427         6    3    1    2    6    2    2    9    10   8    4    
Vardas7428          Pavarde7428         10   5    1    2    5    10   10   3    10   8    8    
Vardas7429          Pavarde7429         5    4    3    2    4    5    4    8    2    2    9    
Vardas7430          Pavarde7430         2    1    4    3    8    2    1    10   2    2    3    
Vardas7431          Pavarde7431         10   2    7    7    5    8    1    8    6    8    8    
Vardas7432          Pavarde7432         1    10   10   10   9    4    3    4    7    4    8    
Vardas7433          Pavarde7433         5    4    7    3    5    10   4    3    6    2    7    
Vardas7434          Pavarde7434         6    7    9    2    1    1    8    2    6    6    6    
Vardas7435          Pavarde7435         6    6    5    5    1    8    6    2    8    5    1    
Vardas7436          Pavarde7436         2    9    9    8    10   1    10   4    1    8    8    
Vardas7437          Pavarde7437         9    9    10   1    5    8    1    3    10   7    6    
Vardas7438          Pavarde7438         7    2    9    3    10   1    9    4    2    5    8    
Vardas7439          Pavarde7439         10   1    1    10   1    7    10   7    8    10   3    
Vardas7440          Pavarde7440         1    5    10   9    10   8    6    4    8    9    6    
Vardas7441          Pavarde7441         9    8    1    3    2    2    10   8    6    6    8    
Vardas7442          Pavarde7442         3    7    8    5    9    6    10   4    6    2    1    
Vardas7443          Pavarde7443         7    3    2    5    3    1    9    2    6    8    2    
Vardas7444          Pavarde7444         9    5    1    9    9    5    8    10   3    10   5    
Vardas7445          Pavarde7445         1    2    9    9    2    6    10   3    9    7    3    
Vardas7446          Pavarde7446         3    4    7    2    2    1    6    9    3    10   4    
Vardas7447          Pavarde7447         4    4    3    2    5    6    4    5    10   2    7    
Vardas7448          Pavarde7448         9    10   1    10   4    4    10   6    3    6    4    
Vardas7449          Pavarde7449         10   4    7    10   4    8    5    7    3    7    4    
Vardas7450          Pavarde7450         9    10   7    8    10   3    2    10   7    3    1    
Vardas7451          Pavarde7451         5    7    2    4    3    9    3    3    4    9    5    
Vardas7452          Pavarde7452         1    2    4    8    4    2    7    6    10   1    3    
Vardas7453          Pavarde7453         4    2    5    6    5    9    9    10   9    4    7    
Vardas7454          Pavarde7454         1    9    1    5    3    4    9    1    1    1    10   
Vardas7455          Pavarde7455         4    1    1    9    7    8    7    1    10   10   8    
Vardas7456          Pavarde7456         1    7    4    10   5    4    8    3    1    3    6    
Vardas7457          Pavarde7457         1    7    5    3    1    4    8    10   8    4    5    
Vardas7458          Pavarde7458         6    5    3    8    2    7    7    7    2    8    9    
Vardas7459          Pavarde7459         2    4    9    6    8    8    6    8    5    8    9    
Vardas7460          Pavarde7460         2    4    7    5    9    5    7    5    7    8    9    
Vardas7461          Pavarde7461         1    10   8    6    8    1    5    7    9    9    4    
Vardas7462          Pavarde7462         5    9    4    2    6    3    7    4    1    6    3    
Vardas7463          Pavarde7463         5    9    8    5    3    5    9    3    6    4    5    
Vardas7464          Pavarde7464         9    2    7    4    1    8    4    1    9    4    2    
Vardas7465          Pavarde7465         2    6    6    8    10   7    1    10   2    4    3    
Vardas7466          Pavarde7466         6    1    8    9    2    6    5    6    6    2    10   
Vardas7467          Pavarde7467         6    3    9    9    3    7    3    3    5    8    5    
Vardas7468          Pavarde7468         2    4    1    10   1    9    6    7    3    8    8    
Vardas7469          Pavarde7469         2    2    10   7    9    7    1    4    9    1    9    
Vardas7470          Pavarde7470         5    9    2    6    8    7    8    3    1    2    8    
Vardas7471          Pavarde7471         2    6    5    9    4    3    10   1    1    3    10   
Vardas7472          Pavarde7472         6    5    2    2    3    6    8    4    7    1    4    
Vardas7473          Pavarde7473         3    6    5    10   5    8    1    6    5    10   7    
Vardas7474          Pavarde7474         2    1    1    8    9    4    10   8    9    1    8    
Vardas7475          Pavarde7475         8    4    1    2    6    3    9    2    7    8    10   
Vardas7476          Pavarde7476         9    6    8    1    3    1    3    10   3    1    10   
Vardas7477          Pavarde7477         2    1    7    5    1    10   10   3    7    10   6    
Vardas7478          Pavarde7478         10   8    2    9    6    6    1    5    6    2    2    
Vardas7479          Pavarde7479         1    2    3    7    7    3    3    10   6    2    8    
Vardas7480          Pavarde7480         1    7    3    6    2    5    3    9    9    9    2    
Vardas7481          Pavarde7481         7    7    8    5    5    8    10   7    10   9    5    
Vardas7482          Pavarde7482         4    8    7    1    3    2    7    2    4    6    10   
Vardas7483          Pavarde7483         3    5    3    9    8    4    1    6    4    1    4    
Vardas7484          Pavarde7484         4    3    5    5    7    7    7    10   2    3    7    
Vardas7485          Pavarde7485         3    2    5    5    9    2    10   7    10   3    5    
Vardas7486          Pavarde7486         5    2    7    6    1    6    1    9    5    2    8    
Vardas7487          Pavarde7487         3    10   2    5    5    2    8    2    3    1    2    
Vardas7488          Pavarde7488         2    8    8    1    1    2    10   7    4    8    10   
Vardas7489          Pavarde7489         1    2    2    5    1    7    9    5    3    7    6    
Vardas7490          Pavarde7490         9    2    6    5    5    10   2    6    2    4    1    
Vardas7491          Pavarde7491         2    6    4    10   5    1    6    3    2    7    2    
Vardas7492          Pavarde7492         1    1    4    6    9    1    10   2    5    8    1    
Vardas7493          Pavarde7493         7    8    1    7    4    7    8    6    5    9    8    
Vardas7494          Pavarde7494         6    9    6    9    3    9    5    5    8    3    8    
Vardas7495          Pavarde7495         5    4    10   2    8    9    2    4    7    2    5    
Vardas7496          Pavarde7496         4    6    3    4    6    9    8    1    5    9    3    
Vardas7497          Pavarde7497         9    4    5    1    8    6    10   9    3    3    7    
Vardas7498          Pavarde7498         1    2    8    3    4    7    6    8    7    2    3    
Vardas7499          Pavarde7499         10   1    1    8    3    7    6    8    1    3    2    
Vardas7500          Pavarde7500         6    2    3    5    8    8    8    4    4    5    7    
Vardas7501          Pavarde7501         9    6    8    1    1    3    5    5    2    4    2    
Vardas7502          Pavarde7502         6    7    4    6    1    2    8    8    9    4    6    
Vardas7503          Pavarde7503         7    8    6    6    5    2    5    10   3    2    10   
Vardas7504          Pavarde7504         10   6    1    2    9    10   10   1    8    8    7    
Vardas7505          Pavarde7505         5    9    1    9    8    3    6    6    4    3    3    
Vardas7506          Pavarde7506         3    8    3    1    7    5    3    6    5    5    2    
Vardas7507          Pavarde7507         6    1    10   7    9    6    5    6    9    4    10   
Vardas7508          Pavarde7508         8    6    6    4    5    3    6    3    8    3    2    
Vardas7509          Pavarde7509         8    8    3    5    10   1    3    3    1    5    9    
Vardas7510          Pavarde7510         10   6    8    1    1    5    7    6    8    2    5    
Vardas7511          Pavarde7511         10   10   5    4    6    4    5    8    6    6    8    
Vardas7512          Pavarde7512         1    7    1    6    1    4    5    6    1    10   8    
Vardas7513          Pavarde7513         10   1    7    6    9    6    7    7    5    8    6    
Vardas7514          Pavarde7514         6    4    9    1    3    7    1    6    4    7    4    
Vardas7515          Pavarde7515         10   10   5    8    1    7    8    4    10   2    8    
Vardas7516          Pavarde7516         8    6    3    10   2    7    2    10   9    10   8    
Vardas7517          Pavarde7517         9    3    1    1    1    7    4    4    1    7    3    
Vardas7518          Pavarde7518         10   9    2    3    6    5    7    4    9    1    3    
Vardas7519          Pavarde7519         9    10   5    7    4    5    8    5    2    5    8    
Vardas7520          Pavarde7520         4    10   2    3    8    8    10   2    2    3    5    
Vardas7521          Pavarde7521         9    3    2    8    5    6    1    7    9    9    2    
Vardas7522          Pavarde7522         4    6    7    3    3    7    3    10   6    9    8    
Vardas7523          Pavarde7523         2    7    7    2    10   7    6    1    1    8    8    
Vardas7524          Pavarde7524         10   3    2    8    3    10   10   2    5    1    7    
Vardas7525          Pavarde7525         1    2    2    5    2    1    8    7    6    2    10   
Vardas7526          Pavarde7526         7    7    9    7    4    3    4    8    1    10   3    
Vardas7527          Pavarde7527         6    9    6    1    1    7    6    6    5    8    9    
Vardas7528          Pavarde7528         1    8    1    7    1    1    5    7    4    1    9    
Vardas7529          Pavarde7529         3    1    4    2    2    3    5    8    2    4    5    
Vardas7530          Pavarde7530         7    3    10   1    3    2    7    6    10   9    3    
Vardas7531          Pavarde7531         10   8    8    7    8    8    10   2    7    5    5    
Vardas7532          Pavarde7532         9    9    5    1    4    4    9    2    10   7    7    
Vardas7533          Pavarde7533         3    9    9    3    6    3    1    3    3    2    7    
Vardas7534          Pavarde7534         9    9    10   9    9    10   1    8    4    5    2    
Vardas7535          Pavarde7535         8    9    5    10   10   5    6    5    7    3    3    
Vardas7536          Pavarde7536         10   10   7    10   1    9    4    4    6    10   9    
Vardas7537          Pavarde7537         8    1    1    3    3    3    1    1    4    4    4    
Vardas7538          Pavarde7538         4    7    10   6    9    8    1    9    4    1    3    
Vardas7539          Pavarde7539         7    5    5    8    7    6    6    5    8    8    3    
Vardas7540          Pavarde7540         9    6    8    9    1    2    6    8    5    1    10   
Vardas7541          Pavarde7541         1    9    1    7    10   7    3    5    7    9    5    
Vardas7542          Pavarde7542         7    1    3    2    8    7    2    2    2    6    7    
Vardas7543          Pavarde7543         10   3    8    1    10   6    1    10   2    5    7    
Vardas7544          Pavarde7544         3    8    1    3    3    6    10   1    10   1    3    
Vardas7545          Pavarde7545         4    10   8    10   5    7    8    8    1    2    1    
Vardas7546          Pavarde7546         3    2    5    10   7    1    9    6    9    1    5    
Vardas7547          Pavarde7547         10   1    5    8    2    4    7    5    3    3    10   
Vardas7548          Pavarde7548         9    2    10   6    4    5    1    7    7    9    7    
Vardas7549          Pavarde7549         5    8    3    8    8    8    6    8    5    9    10   
Vardas7550          Pavarde7550         3    1    10   8    6    10   10   4    3    5    8    
Vardas7551          Pavarde7551         2    3    4    2    6    3    4    3    5    9    9    
Vardas7552          Pavarde7552         6    4    10   2    6    5    6    10   9    2    8    
Vardas7553          Pavarde7553         2    1    7    4    1    5    4    3    10   4    7    
Vardas7554          Pavarde7554         10   2    7    10   1    3    1    7    3    7    1    
Vardas7555          Pavarde7555         8    1    5    9    2    4    10   2    9    1    6    
Vardas7556          Pavarde7556         8    10   3    6    5    2    9    2    7    3    4    
